DIA_TRANSPORTE,"AMBA","MOTIVO_ATSF","GENERO","TIPO_TRANSPORTE",CANT_TRJ,"DATO_PRELIMINAR"
2024-03-04,"NO","PROGRESAR","M","COLECTIVO",20875,"NO"
2024-03-04,"NO","PROGRESAR","M","LANCHA",12,"NO"
2024-03-04,"NO","PROGRESAR","M","SUBTE",0,"NO"
2024-03-04,"NO","PROGRESAR","M","TOTAL",20890,"NO"
2024-03-04,"NO","PROGRESAR","M","TREN",10,"NO"
2024-03-04,"NO","PROGRESAR","X","COLECTIVO",1,"NO"
2024-03-04,"NO","PROGRESAR","X","LANCHA",0,"NO"
2024-03-04,"NO","PROGRESAR","X","SUBTE",0,"NO"
2024-03-04,"NO","PROGRESAR","X","TOTAL",1,"NO"
2024-03-04,"NO","PROGRESAR","X","TREN",0,"NO"
2024-03-04,"SI",,,"COLECTIVO",551657,"NO"
2024-03-04,"SI",,,"LANCHA",0,"NO"
2024-03-04,"SI",,,"SUBTE",73793,"NO"
2024-03-04,"SI",,,"TOTAL",616008,"NO"
2024-03-04,"SI",,,"TREN",121536,"NO"
2024-03-04,"SI",,"F","COLECTIVO",911133,"NO"
2024-03-04,"SI",,"F","LANCHA",0,"NO"
2024-03-04,"SI",,"F","SUBTE",113040,"NO"
2024-03-04,"SI",,"F","TOTAL",990320,"NO"
2024-03-04,"SI",,"F","TREN",178703,"NO"
2024-03-04,"SI",,"M","COLECTIVO",743868,"NO"
2024-03-04,"SI",,"M","LANCHA",0,"NO"
2024-03-04,"SI",,"M","SUBTE",111815,"NO"
2024-03-04,"SI",,"M","TOTAL",831113,"NO"
2024-03-04,"SI",,"M","TREN",199910,"NO"
2024-03-04,"SI",,"X","COLECTIVO",53,"NO"
2024-03-04,"SI",,"X","LANCHA",0,"NO"
2024-03-04,"SI",,"X","SUBTE",20,"NO"
2024-03-04,"SI",,"X","TOTAL",63,"NO"
2024-03-04,"SI",,"X","TREN",7,"NO"
2024-03-04,"SI","AUH","F","COLECTIVO",232583,"NO"
2024-03-04,"SI","AUH","F","LANCHA",0,"NO"
2024-03-04,"SI","AUH","F","SUBTE",8460,"NO"
2024-03-04,"SI","AUH","F","TOTAL",237878,"NO"
2024-03-04,"SI","AUH","F","TREN",44860,"NO"
2024-03-04,"SI","AUH","M","COLECTIVO",6743,"NO"
2024-03-04,"SI","AUH","M","LANCHA",0,"NO"
2024-03-04,"SI","AUH","M","SUBTE",347,"NO"
2024-03-04,"SI","AUH","M","TOTAL",7001,"NO"
2024-03-04,"SI","AUH","M","TREN",1599,"NO"
2024-03-04,"SI","AUH","X","COLECTIVO",1,"NO"
2024-03-04,"SI","AUH","X","LANCHA",0,"NO"
2024-03-04,"SI","AUH","X","SUBTE",0,"NO"
2024-03-04,"SI","AUH","X","TOTAL",1,"NO"
2024-03-04,"SI","AUH","X","TREN",1,"NO"
2024-03-04,"SI","JUBILACION","F","COLECTIVO",282902,"NO"
2024-03-04,"SI","JUBILACION","F","LANCHA",0,"NO"
2024-03-04,"SI","JUBILACION","F","SUBTE",15955,"NO"
2024-03-04,"SI","JUBILACION","F","TOTAL",292639,"NO"
2024-03-04,"SI","JUBILACION","F","TREN",37078,"NO"
2024-03-04,"SI","JUBILACION","M","COLECTIVO",120768,"NO"
2024-03-04,"SI","JUBILACION","M","LANCHA",0,"NO"
2024-03-04,"SI","JUBILACION","M","SUBTE",8931,"NO"
2024-03-04,"SI","JUBILACION","M","TOTAL",126551,"NO"
2024-03-04,"SI","JUBILACION","M","TREN",19286,"NO"
2024-03-04,"SI","JUBILACION","X","COLECTIVO",2,"NO"
2024-03-04,"SI","JUBILACION","X","LANCHA",0,"NO"
2024-03-04,"SI","JUBILACION","X","SUBTE",1,"NO"
2024-03-04,"SI","JUBILACION","X","TOTAL",2,"NO"
2024-03-04,"SI","JUBILACION","X","TREN",1,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",53743,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",2837,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",55311,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","F","TREN",11213,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",28778,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",1908,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",30006,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","M","TREN",7304,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","X","COLECTIVO",1,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","X","LANCHA",0,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","X","SUBTE",0,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","X","TOTAL",1,"NO"
2024-03-04,"SI","MONOTRIBUTO SOCIAL","X","TREN",0,"NO"
2024-03-04,"SI","OTRO","F","COLECTIVO",38528,"NO"
2024-03-04,"SI","OTRO","F","LANCHA",0,"NO"
2024-03-04,"SI","OTRO","F","SUBTE",2095,"NO"
2024-03-04,"SI","OTRO","F","TOTAL",39635,"NO"
2024-03-04,"SI","OTRO","F","TREN",7598,"NO"
2024-03-04,"SI","OTRO","M","COLECTIVO",22255,"NO"
2024-03-04,"SI","OTRO","M","LANCHA",0,"NO"
2024-03-04,"SI","OTRO","M","SUBTE",1321,"NO"
2024-03-04,"SI","OTRO","M","TOTAL",23203,"NO"
2024-03-04,"SI","OTRO","M","TREN",5365,"NO"
2024-03-04,"SI","OTRO","X","COLECTIVO",2,"NO"
2024-03-04,"SI","OTRO","X","LANCHA",0,"NO"
2024-03-04,"SI","OTRO","X","SUBTE",0,"NO"
2024-03-04,"SI","OTRO","X","TOTAL",2,"NO"
2024-03-04,"SI","OTRO","X","TREN",0,"NO"
2024-03-04,"SI","PENSION","F","COLECTIVO",80081,"NO"
2024-03-04,"SI","PENSION","F","LANCHA",0,"NO"
2024-03-04,"SI","PENSION","F","SUBTE",3932,"NO"
2024-03-04,"SI","PENSION","F","TOTAL",82363,"NO"
2024-03-04,"SI","PENSION","F","TREN",15562,"NO"
2024-03-04,"SI","PENSION","M","COLECTIVO",36534,"NO"
2024-03-04,"SI","PENSION","M","LANCHA",0,"NO"
2024-03-04,"SI","PENSION","M","SUBTE",2144,"NO"
2024-03-04,"SI","PENSION","M","TOTAL",37930,"NO"
2024-03-04,"SI","PENSION","M","TREN",7745,"NO"
2024-03-04,"SI","PENSION","X","COLECTIVO",1,"NO"
2024-03-04,"SI","PENSION","X","LANCHA",0,"NO"
2024-03-04,"SI","PENSION","X","SUBTE",0,"NO"
2024-03-04,"SI","PENSION","X","TOTAL",1,"NO"
2024-03-04,"SI","PENSION","X","TREN",1,"NO"
2024-03-04,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",123920,"NO"
2024-03-04,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2024-03-04,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",8006,"NO"
2024-03-04,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",126883,"NO"
2024-03-04,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",33814,"NO"
2024-03-04,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",1142,"NO"
2024-03-04,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2024-03-04,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",102,"NO"
2024-03-04,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",1204,"NO"
2024-03-04,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",325,"NO"
2024-03-04,"SI","PROGRESAR","F","COLECTIVO",77617,"NO"
2024-03-04,"SI","PROGRESAR","F","LANCHA",0,"NO"
2024-03-04,"SI","PROGRESAR","F","SUBTE",4828,"NO"
2024-03-04,"SI","PROGRESAR","F","TOTAL",80418,"NO"
2024-03-04,"SI","PROGRESAR","F","TREN",16141,"NO"
2024-03-04,"SI","PROGRESAR","M","COLECTIVO",35010,"NO"
2024-03-04,"SI","PROGRESAR","M","LANCHA",0,"NO"
2024-03-04,"SI","PROGRESAR","M","SUBTE",2333,"NO"
2024-03-04,"SI","PROGRESAR","M","TOTAL",36655,"NO"
2024-03-04,"SI","PROGRESAR","M","TREN",7884,"NO"
2024-03-04,"SI","PROGRESAR","X","COLECTIVO",4,"SI"
2024-03-04,"SI","PROGRESAR","X","LANCHA",0,"SI"
2024-03-04,"SI","PROGRESAR","X","SUBTE",0,"SI"
2024-03-04,"SI","PROGRESAR","X","TOTAL",4,"SI"
2024-03-04,"SI","PROGRESAR","X","TREN",0,"SI"
2024-03-05,"NO",,,"COLECTIVO",120637,"NO"
2024-03-05,"NO",,,"LANCHA",22,"NO"
2024-03-05,"NO",,,"SUBTE",0,"NO"
2024-03-05,"NO",,,"TOTAL",120843,"NO"
2024-03-05,"NO",,,"TREN",290,"NO"
2024-03-05,"NO",,"F","COLECTIVO",206290,"NO"
2024-03-05,"NO",,"F","LANCHA",301,"NO"
2024-03-05,"NO",,"F","SUBTE",0,"NO"
2024-03-05,"NO",,"F","TOTAL",206781,"NO"
2024-03-05,"NO",,"F","TREN",307,"NO"
2024-03-05,"NO",,"M","COLECTIVO",147200,"NO"
2024-03-05,"NO",,"M","LANCHA",307,"NO"
2024-03-05,"NO",,"M","SUBTE",0,"NO"
2024-03-05,"NO",,"M","TOTAL",147662,"NO"
2024-03-05,"NO",,"M","TREN",273,"NO"
2024-03-05,"NO",,"X","COLECTIVO",15,"NO"
2024-03-05,"NO",,"X","LANCHA",0,"NO"
2024-03-05,"NO",,"X","SUBTE",0,"NO"
2024-03-05,"NO",,"X","TOTAL",15,"NO"
2024-03-05,"NO",,"X","TREN",0,"NO"
2024-03-05,"NO","AUH","F","COLECTIVO",40954,"NO"
2024-03-05,"NO","AUH","F","LANCHA",105,"NO"
2024-03-05,"NO","AUH","F","SUBTE",0,"NO"
2024-03-05,"NO","AUH","F","TOTAL",41069,"NO"
2024-03-05,"NO","AUH","F","TREN",21,"NO"
2024-03-05,"NO","AUH","M","COLECTIVO",931,"NO"
2024-03-05,"NO","AUH","M","LANCHA",4,"NO"
2024-03-05,"NO","AUH","M","SUBTE",0,"NO"
2024-03-05,"NO","AUH","M","TOTAL",935,"NO"
2024-03-05,"NO","AUH","M","TREN",0,"NO"
2024-03-05,"NO","JUBILACION","F","COLECTIVO",53779,"NO"
2024-03-05,"NO","JUBILACION","F","LANCHA",73,"NO"
2024-03-05,"NO","JUBILACION","F","SUBTE",0,"NO"
2024-03-05,"NO","JUBILACION","F","TOTAL",53896,"NO"
2024-03-05,"NO","JUBILACION","F","TREN",71,"NO"
2024-03-05,"NO","JUBILACION","M","COLECTIVO",23368,"NO"
2024-03-05,"NO","JUBILACION","M","LANCHA",59,"NO"
2024-03-05,"NO","JUBILACION","M","SUBTE",0,"NO"
2024-03-05,"NO","JUBILACION","M","TOTAL",23448,"NO"
2024-03-05,"NO","JUBILACION","M","TREN",38,"NO"
2024-03-05,"NO","JUBILACION","X","COLECTIVO",1,"NO"
2024-03-05,"NO","JUBILACION","X","LANCHA",0,"NO"
2024-03-05,"NO","JUBILACION","X","SUBTE",0,"NO"
2024-03-05,"NO","JUBILACION","X","TOTAL",1,"NO"
2024-03-05,"NO","JUBILACION","X","TREN",0,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",5088,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",21,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",5111,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","F","TREN",3,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",2184,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",11,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",2198,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","M","TREN",6,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","X","COLECTIVO",1,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","X","LANCHA",0,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","X","SUBTE",0,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","X","TOTAL",1,"NO"
2024-03-05,"NO","MONOTRIBUTO SOCIAL","X","TREN",0,"NO"
2024-03-05,"NO","OTRO","F","COLECTIVO",6089,"NO"
2024-03-05,"NO","OTRO","F","LANCHA",15,"NO"
2024-03-05,"NO","OTRO","F","SUBTE",0,"NO"
2024-03-05,"NO","OTRO","F","TOTAL",6107,"NO"
2024-03-05,"NO","OTRO","F","TREN",5,"NO"
2024-03-05,"NO","OTRO","M","COLECTIVO",2511,"NO"
2024-03-05,"NO","OTRO","M","LANCHA",6,"NO"
2024-03-05,"NO","OTRO","M","SUBTE",0,"NO"
2024-03-05,"NO","OTRO","M","TOTAL",2518,"NO"
2024-03-05,"NO","OTRO","M","TREN",2,"NO"
2024-03-05,"NO","PENSION","F","COLECTIVO",24029,"NO"
2024-03-05,"NO","PENSION","F","LANCHA",23,"NO"
2024-03-05,"NO","PENSION","F","SUBTE",0,"NO"
2024-03-05,"NO","PENSION","F","TOTAL",24057,"NO"
2024-03-05,"NO","PENSION","F","TREN",16,"NO"
2024-03-05,"NO","PENSION","M","COLECTIVO",13381,"NO"
2024-03-05,"NO","PENSION","M","LANCHA",22,"NO"
2024-03-05,"NO","PENSION","M","SUBTE",0,"NO"
2024-03-05,"NO","PENSION","M","TOTAL",13406,"NO"
2024-03-05,"NO","PENSION","M","TREN",11,"NO"
2024-03-05,"NO","PENSION","X","COLECTIVO",1,"NO"
2024-03-05,"NO","PENSION","X","LANCHA",0,"NO"
2024-03-05,"NO","PENSION","X","SUBTE",0,"NO"
2024-03-05,"NO","PENSION","X","TOTAL",1,"NO"
2024-03-05,"NO","PENSION","X","TREN",0,"NO"
2024-03-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",22567,"NO"
2024-03-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",36,"NO"
2024-03-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2024-03-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",22608,"NO"
2024-03-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",18,"NO"
2024-03-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",168,"NO"
2024-03-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",9,"NO"
2024-03-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2024-03-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",177,"NO"
2024-03-05,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",1,"NO"
2024-03-05,"NO","PROGRESAR","F","COLECTIVO",20725,"NO"
2024-03-05,"NO","PROGRESAR","F","LANCHA",14,"NO"
2024-03-05,"NO","PROGRESAR","F","SUBTE",0,"NO"
2024-03-05,"NO","PROGRESAR","F","TOTAL",20749,"NO"
2024-03-05,"NO","PROGRESAR","F","TREN",19,"NO"
2024-03-05,"NO","PROGRESAR","M","COLECTIVO",10592,"NO"
2024-03-05,"NO","PROGRESAR","M","LANCHA",14,"NO"
2024-03-05,"NO","PROGRESAR","M","SUBTE",0,"NO"
2024-03-05,"NO","PROGRESAR","M","TOTAL",10609,"NO"
2024-03-05,"NO","PROGRESAR","M","TREN",5,"NO"
2024-03-05,"NO","PROGRESAR","X","COLECTIVO",1,"SI"
2024-03-05,"NO","PROGRESAR","X","LANCHA",0,"SI"
2024-03-05,"NO","PROGRESAR","X","SUBTE",0,"SI"
2024-03-05,"NO","PROGRESAR","X","TOTAL",1,"SI"
2024-03-05,"NO","PROGRESAR","X","TREN",0,"SI"
2024-03-05,"SI",,,"COLECTIVO",565019,"NO"
2024-03-05,"SI",,,"LANCHA",0,"NO"
2024-03-05,"SI",,,"SUBTE",77624,"NO"
2024-03-05,"SI",,,"TOTAL",631803,"NO"
2024-03-05,"SI",,,"TREN",120799,"NO"
2024-03-05,"SI",,"F","COLECTIVO",945618,"NO"
2024-03-05,"SI",,"F","LANCHA",0,"NO"
2024-03-05,"SI",,"F","SUBTE",118672,"NO"
2024-03-05,"SI",,"F","TOTAL",1027993,"NO"
2024-03-05,"SI",,"F","TREN",180246,"NO"
2024-03-05,"SI",,"M","COLECTIVO",770439,"NO"
2024-03-05,"SI",,"M","LANCHA",0,"NO"
2024-03-05,"SI",,"M","SUBTE",117323,"NO"
2024-03-05,"SI",,"M","TOTAL",860909,"NO"
2024-03-05,"SI",,"M","TREN",202267,"NO"
2024-03-05,"SI",,"X","COLECTIVO",62,"NO"
2024-03-05,"SI",,"X","LANCHA",0,"NO"
2024-03-05,"SI",,"X","SUBTE",14,"NO"
2024-03-05,"SI",,"X","TOTAL",67,"NO"
2024-03-05,"SI",,"X","TREN",11,"NO"
2024-03-05,"SI","AUH","F","COLECTIVO",239348,"NO"
2024-03-05,"SI","AUH","F","LANCHA",0,"NO"
2024-03-05,"SI","AUH","F","SUBTE",8639,"NO"
2024-03-05,"SI","AUH","F","TOTAL",244520,"NO"
2024-03-05,"SI","AUH","F","TREN",43681,"NO"
2024-03-05,"SI","AUH","M","COLECTIVO",6901,"NO"
2024-03-05,"SI","AUH","M","LANCHA",0,"NO"
2024-03-05,"SI","AUH","M","SUBTE",351,"NO"
2024-03-05,"SI","AUH","M","TOTAL",7118,"NO"
2024-03-05,"SI","AUH","M","TREN",1573,"NO"
2024-03-05,"SI","AUH","X","COLECTIVO",1,"NO"
2024-03-05,"SI","AUH","X","LANCHA",0,"NO"
2024-03-05,"SI","AUH","X","SUBTE",0,"NO"
2024-03-05,"SI","AUH","X","TOTAL",1,"NO"
2024-03-05,"SI","AUH","X","TREN",1,"NO"
2024-03-05,"SI","JUBILACION","F","COLECTIVO",282118,"NO"
2024-03-05,"SI","JUBILACION","F","LANCHA",0,"NO"
2024-03-05,"SI","JUBILACION","F","SUBTE",16534,"NO"
2024-03-05,"SI","JUBILACION","F","TOTAL",292493,"NO"
2024-03-05,"SI","JUBILACION","F","TREN",36878,"NO"
2024-03-05,"SI","JUBILACION","M","COLECTIVO",119786,"NO"
2024-03-05,"SI","JUBILACION","M","LANCHA",0,"NO"
2024-03-05,"SI","JUBILACION","M","SUBTE",9330,"NO"
2024-03-05,"SI","JUBILACION","M","TOTAL",125746,"NO"
2024-03-05,"SI","JUBILACION","M","TREN",19081,"NO"
2024-03-05,"SI","JUBILACION","X","COLECTIVO",1,"NO"
2024-03-05,"SI","JUBILACION","X","LANCHA",0,"NO"
2024-03-05,"SI","JUBILACION","X","SUBTE",0,"NO"
2024-03-05,"SI","JUBILACION","X","TOTAL",2,"NO"
2024-03-05,"SI","JUBILACION","X","TREN",1,"NO"
2024-03-05,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",53938,"NO"
2024-03-05,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2024-03-05,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",2903,"NO"
2024-03-05,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",55481,"NO"
2024-03-05,"SI","MONOTRIBUTO SOCIAL","F","TREN",10797,"NO"
2024-03-05,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",28939,"NO"
2024-03-05,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2024-03-05,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",1877,"NO"
2024-03-05,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",30141,"NO"
2024-03-05,"SI","MONOTRIBUTO SOCIAL","M","TREN",7199,"NO"
2024-03-05,"SI","OTRO","F","COLECTIVO",38957,"NO"
2024-03-05,"SI","OTRO","F","LANCHA",0,"NO"
2024-03-05,"SI","OTRO","F","SUBTE",2070,"NO"
2024-03-05,"SI","OTRO","F","TOTAL",40022,"NO"
2024-03-05,"SI","OTRO","F","TREN",7511,"NO"
2024-03-05,"SI","OTRO","M","COLECTIVO",22666,"NO"
2024-03-05,"SI","OTRO","M","LANCHA",0,"NO"
2024-03-05,"SI","OTRO","M","SUBTE",1397,"NO"
2024-03-05,"SI","OTRO","M","TOTAL",23646,"NO"
2024-03-05,"SI","OTRO","M","TREN",5318,"NO"
2024-03-05,"SI","OTRO","X","COLECTIVO",4,"NO"
2024-03-05,"SI","OTRO","X","LANCHA",0,"NO"
2024-03-05,"SI","OTRO","X","SUBTE",0,"NO"
2024-03-05,"SI","OTRO","X","TOTAL",4,"NO"
2024-03-05,"SI","OTRO","X","TREN",0,"NO"
2024-03-05,"SI","PENSION","F","COLECTIVO",82335,"NO"
2024-03-05,"SI","PENSION","F","LANCHA",0,"NO"
2024-03-05,"SI","PENSION","F","SUBTE",4019,"NO"
2024-03-05,"SI","PENSION","F","TOTAL",84721,"NO"
2024-03-05,"SI","PENSION","F","TREN",15332,"NO"
2024-03-05,"SI","PENSION","M","COLECTIVO",38074,"NO"
2024-03-05,"SI","PENSION","M","LANCHA",0,"NO"
2024-03-05,"SI","PENSION","M","SUBTE",2211,"NO"
2024-03-05,"SI","PENSION","M","TOTAL",39457,"NO"
2024-03-05,"SI","PENSION","M","TREN",7904,"NO"
2024-03-05,"SI","PENSION","X","COLECTIVO",1,"NO"
2024-03-05,"SI","PENSION","X","LANCHA",0,"NO"
2024-03-05,"SI","PENSION","X","SUBTE",0,"NO"
2024-03-05,"SI","PENSION","X","TOTAL",1,"NO"
2024-03-05,"SI","PENSION","X","TREN",0,"NO"
2024-03-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",118170,"NO"
2024-03-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2024-03-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",7788,"NO"
2024-03-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",121005,"NO"
2024-03-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",30933,"NO"
2024-03-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",1089,"NO"
2024-03-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2024-03-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",102,"NO"
2024-03-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",1153,"NO"
2024-03-05,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",304,"NO"
2024-03-05,"SI","PROGRESAR","F","COLECTIVO",79170,"NO"
2024-03-05,"SI","PROGRESAR","F","LANCHA",0,"NO"
2024-03-05,"SI","PROGRESAR","F","SUBTE",4860,"NO"
2024-03-05,"SI","PROGRESAR","F","TOTAL",81926,"NO"
2024-03-05,"SI","PROGRESAR","F","TREN",15998,"NO"
2024-03-05,"SI","PROGRESAR","M","COLECTIVO",35917,"NO"
2024-03-05,"SI","PROGRESAR","M","LANCHA",0,"NO"
2024-03-05,"SI","PROGRESAR","M","SUBTE",2452,"NO"
2024-03-05,"SI","PROGRESAR","M","TOTAL",37615,"NO"
2024-03-05,"SI","PROGRESAR","M","TREN",7890,"NO"
2024-03-05,"SI","PROGRESAR","X","COLECTIVO",2,"SI"
2024-03-05,"SI","PROGRESAR","X","LANCHA",0,"SI"
2024-03-05,"SI","PROGRESAR","X","SUBTE",1,"SI"
2024-03-05,"SI","PROGRESAR","X","TOTAL",2,"SI"
2024-03-05,"SI","PROGRESAR","X","TREN",2,"SI"
2024-03-06,"NO",,,"COLECTIVO",252755,"NO"
2024-03-06,"NO",,,"LANCHA",27,"NO"
2024-03-06,"NO",,,"SUBTE",0,"NO"
2024-03-06,"NO",,,"TOTAL",252975,"NO"
2024-03-06,"NO",,,"TREN",282,"NO"
2024-03-06,"NO",,"F","COLECTIVO",357990,"NO"
2024-03-06,"NO",,"F","LANCHA",333,"NO"
2024-03-06,"NO",,"F","SUBTE",0,"NO"
2024-03-06,"NO",,"F","TOTAL",358515,"NO"
2024-03-06,"NO",,"F","TREN",286,"NO"
2024-03-06,"NO",,"M","COLECTIVO",249114,"NO"
2024-03-06,"NO",,"M","LANCHA",347,"NO"
2024-03-06,"NO",,"M","SUBTE",0,"NO"
2024-03-06,"NO",,"M","TOTAL",249619,"NO"
2024-03-06,"NO",,"M","TREN",273,"NO"
2024-03-06,"NO",,"X","COLECTIVO",23,"NO"
2024-03-06,"NO",,"X","LANCHA",0,"NO"
2024-03-06,"NO",,"X","SUBTE",0,"NO"
2024-03-06,"NO",,"X","TOTAL",23,"NO"
2024-03-06,"NO",,"X","TREN",0,"NO"
2024-03-06,"NO","AUH","F","COLECTIVO",100635,"NO"
2024-03-06,"NO","AUH","F","LANCHA",104,"NO"
2024-03-06,"NO","AUH","F","SUBTE",0,"NO"
2024-03-06,"NO","AUH","F","TOTAL",100746,"NO"
2024-03-06,"NO","AUH","F","TREN",18,"NO"
2024-03-06,"NO","AUH","M","COLECTIVO",2000,"NO"
2024-03-06,"NO","AUH","M","LANCHA",3,"NO"
2024-03-06,"NO","AUH","M","SUBTE",0,"NO"
2024-03-06,"NO","AUH","M","TOTAL",2004,"NO"
2024-03-06,"NO","AUH","M","TREN",2,"NO"
2024-03-06,"NO","AUH","X","COLECTIVO",1,"NO"
2024-03-06,"NO","AUH","X","LANCHA",0,"NO"
2024-03-06,"NO","AUH","X","SUBTE",0,"NO"
2024-03-06,"NO","AUH","X","TOTAL",1,"NO"
2024-03-06,"NO","AUH","X","TREN",0,"NO"
2024-03-06,"NO","JUBILACION","F","COLECTIVO",125190,"NO"
2024-03-06,"NO","JUBILACION","F","LANCHA",59,"NO"
2024-03-06,"NO","JUBILACION","F","SUBTE",0,"NO"
2024-03-06,"NO","JUBILACION","F","TOTAL",125281,"NO"
2024-03-06,"NO","JUBILACION","F","TREN",64,"NO"
2024-03-06,"NO","JUBILACION","M","COLECTIVO",54121,"NO"
2024-03-06,"NO","JUBILACION","M","LANCHA",54,"NO"
2024-03-06,"NO","JUBILACION","M","SUBTE",0,"NO"
2024-03-06,"NO","JUBILACION","M","TOTAL",54190,"NO"
2024-03-06,"NO","JUBILACION","M","TREN",33,"NO"
2024-03-06,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",15703,"NO"
2024-03-06,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",17,"NO"
2024-03-06,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2024-03-06,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",15725,"NO"
2024-03-06,"NO","MONOTRIBUTO SOCIAL","F","TREN",7,"NO"
2024-03-06,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",7190,"NO"
2024-03-06,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",8,"NO"
